Objective,SimAvgEdges,SimAvgNodes,SimBest1000Edges,SimBest1000Nodes,SimBestKnownEdges,SimBestKnownNodes,IsBestOf1000,BestKnownObjective
57351,27.3834,84.6967,20,81,38,80,false,43497
57830,24.7538,86.3764,23,85,35,87,false,43497
60228,26.9119,86.3894,32,86,33,84,false,43497
57010,26.9469,84.0781,39,87,39,85,false,43497
57345,25.9339,87.3884,28,89,37,89,false,43497
57412,28.2052,85.8999,31,84,38,83,false,43497
60828,26.3774,87.7598,34,89,35,86,false,43497
63896,24.3193,83.8298,22,86,33,87,false,43497
59257,25.9239,85.9349,32,88,36,84,false,43497
63005,27.1441,86.1662,27,85,33,85,false,43497
62145,24.9269,86.6647,26,84,38,84,false,43497
61338,29.0100,84.9980,28,82,33,79,false,43497
58310,28.5696,87.8959,28,86,34,83,false,43497
59726,25.4344,87.0751,25,85,34,87,false,43497
59887,28.3423,86.6767,32,89,47,89,false,43497
60230,24.8739,85.1672,26,84,36,84,false,43497
61392,26.3443,87.6276,30,89,44,88,false,43497
57903,25.8458,86.4284,27,86,36,86,false,43497
60032,23.6086,86.0731,23,84,35,84,false,43497
62713,29.0801,85.4555,28,89,44,86,false,43497
62725,28.2242,87.4645,30,85,32,85,false,43497
53816,27.6917,85.5626,100,100,43,89,true,43497
61662,23.8348,84.3353,26,84,34,84,false,43497
61303,23.9379,85.1261,28,84,34,80,false,43497
59948,25.2132,84.0410,25,87,35,86,false,43497
57349,26.4705,86.9079,30,84,40,84,false,43497
62840,23.6887,87.2963,25,87,30,85,false,43497
60534,28.3864,87.1742,29,87,42,87,false,43497
58325,27.5235,85.0891,30,86,43,85,false,43497
60187,22.7828,84.3153,25,85,35,85,false,43497
66227,23.6016,83.4164,25,83,31,83,false,43497
63735,27.6777,86.5856,33,89,38,85,false,43497
60555,26.7377,85.6416,31,84,42,85,false,43497
62614,25.9980,86.0541,24,83,32,79,false,43497
57361,26.4615,85.1091,26,88,39,83,false,43497
56750,28.3453,86.9960,41,86,36,84,false,43497
56500,28.6086,87.9249,28,90,44,90,false,43497
56821,28.2833,87.3053,31,87,38,86,false,43497
59076,26.4444,84.9479,24,84,41,87,false,43497
61685,26.1371,87.1522,23,89,30,86,false,43497
58759,26.1401,86.1191,36,86,41,85,false,43497
64483,28.5385,87.7988,25,83,32,82,false,43497
61133,23.4024,83.4675,20,83,28,80,false,43497
59362,27.0681,85.8869,30,86,32,82,false,43497
58465,26.8599,87.5946,30,86,37,87,false,43497
58264,24.4745,85.4755,27,85,34,84,false,43497
61942,26.4434,87.9179,36,89,33,87,false,43497
65158,23.6707,86.1672,29,85,33,85,false,43497
54888,28.8348,86.1542,30,88,46,90,false,43497
60748,27.9560,88.5365,31,87,39,88,false,43497
59132,29.8288,87.2513,34,90,41,90,false,43497
61149,26.5516,86.9690,32,85,31,85,false,43497
60115,27.1632,86.4204,29,86,39,86,false,43497
65290,23.5365,86.5095,27,85,31,85,false,43497
60136,29.4775,88.4805,27,89,36,84,false,43497
64828,20.6096,83.4725,24,83,19,76,false,43497
63664,25.8709,87.8368,24,84,35,85,false,43497
62819,26.2833,88.0300,28,87,35,88,false,43497
59835,25.9119,86.2553,25,86,33,85,false,43497
61194,26.1922,87.5736,25,85,34,85,false,43497
65862,24.6597,84.8609,31,83,35,81,false,43497
60739,25.6687,86.2212,26,86,32,86,false,43497
58517,28.2623,88.5746,37,90,43,90,false,43497
61415,28.4344,87.3844,32,88,42,86,false,43497
60654,26.5796,87.6296,25,89,44,87,false,43497
59812,26.8308,85.7197,24,85,32,84,false,43497
61772,27.5235,87.2593,27,86,36,84,false,43497
65935,27.7848,88.0711,32,92,33,88,false,43497
63409,23.9730,83.5806,25,83,30,81,false,43497
59237,23.5856,84.3113,18,80,32,81,false,43497
58925,24.2492,85.1702,21,83,32,84,false,43497
61230,24.0981,84.9650,24,84,33,82,false,43497
60950,27.9159,86.4775,25,89,42,86,false,43497
64276,24.8318,85.9169,29,86,32,83,false,43497
57224,26.8679,88.1351,30,87,32,86,false,43497
66338,27.2052,85.4294,35,86,36,83,false,43497
62003,27.4184,86.4004,32,87,37,83,false,43497
58510,27.1892,86.3323,31,85,42,86,false,43497
61307,23.1532,86.5746,25,89,32,88,false,43497
66489,23.4555,87.2052,23,85,26,83,false,43497
61931,24.6486,86.2092,31,86,33,84,false,43497
62501,26.7027,86.3323,30,87,35,83,false,43497
59359,25.7678,85.5135,30,89,34,88,false,43497
61582,26.2172,86.5225,27,86,33,83,false,43497
58057,28.1572,87.5405,31,89,37,85,false,43497
60752,27.4054,86.2122,26,82,35,80,false,43497
62042,26.4525,85.9540,30,84,29,80,false,43497
61529,24.8919,87.8348,20,87,33,91,false,43497
59082,25.5576,87.7818,37,90,34,86,false,43497
61839,24.1231,84.0420,30,86,35,83,false,43497
66918,25.1912,85.8128,25,82,32,82,false,43497
65934,21.9520,87.2352,19,85,25,85,false,43497
60495,25.3924,86.8569,26,87,33,84,false,43497
61757,25.1201,85.4184,34,88,31,82,false,43497
58693,26.8519,85.3824,30,85,36,82,false,43497
64828,24.6156,87.1972,26,85,34,86,false,43497
61826,27.1081,85.0470,26,84,43,86,false,43497
64336,23.5085,86.1892,20,86,30,82,false,43497
62887,26.0841,86.4615,27,86,33,84,false,43497
63463,25.2162,84.9399,28,89,33,85,false,43497
62686,23.1421,84.4324,27,87,35,83,false,43497
57309,24.0931,85.7548,32,88,38,89,false,43497
59010,28.4164,86.6016,32,84,37,84,false,43497
60271,28.0060,86.1882,29,86,43,85,false,43497
60045,27.1682,86.1001,29,86,37,88,false,43497
63665,25.7618,87.0310,29,86,34,86,false,43497
63715,24.9349,86.3463,28,86,38,87,false,43497
65607,24.9640,86.3574,28,82,36,84,false,43497
60338,27.0601,86.0931,30,84,35,87,false,43497
60857,26.2122,86.2523,23,82,36,81,false,43497
58112,27.9580,86.2513,32,85,36,85,false,43497
63903,23.3153,84.5976,21,82,31,83,false,43497
62435,28.3293,87.7097,27,87,44,86,false,43497
59952,25.0080,86.3594,25,84,38,85,false,43497
59403,26.4885,86.2993,22,84,30,83,false,43497
61056,24.5195,86.6466,29,87,36,87,false,43497
62762,25.0080,86.5746,19,85,26,81,false,43497
64845,24.6807,85.4124,27,89,38,85,false,43497
61011,24.8088,86.3544,23,86,36,86,false,43497
60363,27.1261,86.5205,28,87,35,85,false,43497
58886,26.6707,86.0811,26,81,38,86,false,43497
65082,27.6436,85.9059,29,84,38,83,false,43497
58241,24.9239,84.7487,32,83,33,85,false,43497
62884,27.2873,86.4484,27,86,38,84,false,43497
58276,25.4434,86.6116,21,85,32,83,false,43497
62950,22.4695,85.0030,20,85,25,83,false,43497
61681,25.7628,86.8969,26,88,38,85,false,43497
56304,27.2332,85.1752,39,85,44,87,false,43497
57137,25.1882,85.4855,32,82,41,84,false,43497
62864,24.8529,85.9870,24,86,31,85,false,43497
59411,28.3804,87.8609,38,89,40,89,false,43497
64444,24.3844,88.3554,24,91,34,87,false,43497
61850,26.8719,87.2032,30,84,29,80,false,43497
58809,27.9570,87.3934,30,86,39,84,false,43497
67051,20.7998,83.8048,21,85,31,84,false,43497
62644,27.9359,87.5465,32,89,44,88,false,43497
59957,26.5395,85.9459,29,84,37,86,false,43497
62528,26.1832,87.2533,26,88,39,87,false,43497
62577,25.0531,86.6507,21,83,33,81,false,43497
59473,28.8519,86.8388,30,84,37,83,false,43497
59214,29.3173,88.2152,28,87,41,86,false,43497
65255,27.5405,87.5806,23,87,37,88,false,43497
59911,29.0961,88.1111,30,85,39,85,false,43497
59594,27.6887,87.1722,24,88,40,87,false,43497
61101,25.6446,85.2452,19,82,40,83,false,43497
59170,29.6887,85.1351,34,83,45,87,false,43497
59186,26.8268,87.4444,26,84,37,82,false,43497
62858,26.1742,86.6677,34,86,37,85,false,43497
62042,24.4124,85.5936,28,85,38,84,false,43497
63703,25.0741,86.8308,28,86,32,84,false,43497
58791,26.7688,86.3514,35,88,36,82,false,43497
59545,25.1502,85.3504,27,85,36,83,false,43497
62795,23.0601,84.0801,27,88,33,83,false,43497
58675,29.5305,86.6747,30,87,43,85,false,43497
61334,27.3794,87.6837,27,87,39,87,false,43497
60151,26.3994,86.0951,29,85,35,84,false,43497
66491,21.9419,83.9149,25,80,28,81,false,43497
65043,21.4585,81.6617,23,82,33,81,false,43497
64208,23.9610,86.3974,21,84,35,82,false,43497
64518,27.0170,87.9620,20,87,39,85,false,43497
57601,28.9279,86.7928,28,86,45,86,false,43497
59115,24.4354,85.4815,26,84,36,84,false,43497
61421,27.2743,86.0801,32,87,37,83,false,43497
59503,26.5215,85.5716,28,84,33,83,false,43497
60290,24.3574,87.1491,29,88,32,85,false,43497
61274,27.1752,88.0040,34,89,37,87,false,43497
68081,23.4845,84.2282,29,87,33,82,false,43497
62197,26.0951,85.1812,30,83,41,82,false,43497
61677,24.6016,86.0280,28,84,29,81,false,43497
62719,23.9079,86.9059,24,86,28,88,false,43497
57797,26.3023,87.2002,30,87,40,88,false,43497
61695,25.0971,85.1091,26,82,28,81,false,43497
62552,25.2392,86.7798,28,88,32,85,false,43497
63093,23.1562,85.7447,21,85,27,83,false,43497
65093,21.6276,80.1471,20,79,34,80,false,43497
61196,27.2482,87.0260,35,83,37,82,false,43497
56497,28.7518,86.4184,30,86,38,82,false,43497
60382,24.8799,84.9980,29,85,31,82,false,43497
60085,22.7528,84.4124,21,81,28,79,false,43497
60480,26.9189,86.8358,22,85,33,83,false,43497
62289,24.3483,86.5445,24,85,32,84,false,43497
62472,26.8569,87.4595,25,85,33,85,false,43497
58058,26.7828,85.8979,32,86,36,83,false,43497
65502,23.5125,83.9840,18,84,36,82,false,43497
63837,24.7347,86.9229,23,86,38,87,false,43497
60882,26.1491,86.0961,26,87,33,84,false,43497
62951,23.4975,87.0871,26,86,32,84,false,43497
64942,25.0771,88.2723,25,86,33,85,false,43497
57248,28.1832,87.2613,33,89,43,90,false,43497
56482,27.6537,84.5796,30,82,42,85,false,43497
59510,27.4194,86.8218,22,84,34,84,false,43497
63339,24.1411,86.9109,32,88,33,87,false,43497
59827,26.4615,85.7357,31,88,41,87,false,43497
59261,29.3934,86.8559,23,83,41,83,false,43497
58181,27.6617,87.9850,29,87,39,87,false,43497
59668,27.6727,87.2663,26,86,36,86,false,43497
60775,27.9229,86.6206,30,87,38,87,false,43497
58864,27.9800,87.2322,32,86,40,84,false,43497
62223,25.6436,87.2533,31,87,32,82,false,43497
62735,24.7958,86.6977,27,85,33,83,false,43497
56812,24.9620,86.3453,29,88,34,85,false,43497
61996,24.4294,85.8609,23,83,37,86,false,43497
59065,25.3684,84.5726,25,84,34,83,false,43497
64741,24.6446,84.9309,21,81,33,79,false,43497
60165,27.9660,86.1131,25,84,43,86,false,43497
61614,24.5686,86.5395,27,82,32,85,false,43497
61324,27.2973,84.7958,29,84,33,80,false,43497
57770,30.0420,88.1331,23,88,37,86,false,43497
61854,26.8218,87.2593,32,85,31,85,false,43497
61861,25.0330,85.5776,34,85,25,81,false,43497
58574,25.5495,87.5806,20,85,36,83,false,43497
65494,23.1411,86.0781,19,85,28,82,false,43497
62897,26.6977,86.5215,28,84,37,85,false,43497
61211,28.3704,86.1411,33,89,45,87,false,43497
58907,24.8138,85.3403,34,83,39,83,false,43497
58054,28.0541,87.1972,35,85,38,85,false,43497
64024,23.4875,84.3273,28,85,28,81,false,43497
62072,26.0631,85.6677,21,85,33,82,false,43497
66215,26.8188,87.0981,30,87,31,83,false,43497
57724,26.4505,86.9900,24,85,35,83,false,43497
60830,25.0721,83.5325,27,83,38,83,false,43497
62598,26.3634,86.9119,30,88,34,87,false,43497
60354,26.1291,84.9309,23,81,33,80,false,43497
61705,27.0591,88.1171,27,88,41,87,false,43497
62326,27.4695,87.6597,31,87,40,89,false,43497
58835,25.7477,86.3964,30,86,35,83,false,43497
65776,25.2893,86.7948,24,86,34,85,false,43497
63210,26.8799,86.9439,28,87,33,86,false,43497
59298,29.8549,88.5435,30,89,41,87,false,43497
64857,23.8098,85.5656,23,84,29,81,false,43497
61807,26.0370,87.4935,20,87,39,88,false,43497
57597,28.8268,87.6156,30,85,31,83,false,43497
60992,29.0320,87.1241,30,84,40,86,false,43497
62804,26.7077,85.7618,24,82,33,81,false,43497
58873,23.4665,85.5916,27,86,33,84,false,43497
60980,27.0090,85.2803,26,83,38,84,false,43497
62281,26.3223,86.8699,27,87,35,84,false,43497
64503,23.7548,85.1151,27,84,31,82,false,43497
59738,26.8018,87.4985,29,88,33,85,false,43497
60681,27.2232,87.4134,36,85,35,85,false,43497
57744,25.1201,84.7257,26,83,31,83,false,43497
63773,26.3874,84.8098,23,81,33,80,false,43497
61172,27.4735,87.3033,29,85,38,83,false,43497
60013,27.3373,86.6557,25,85,41,86,false,43497
59563,28.0601,86.6577,34,86,37,86,false,43497
60578,25.4685,87.0511,24,85,27,84,false,43497
59628,26.8579,86.4795,27,87,36,86,false,43497
58851,27.9760,88.2913,32,84,37,84,false,43497
63987,23.5095,85.9089,26,85,36,86,false,43497
59457,28.6496,86.3544,33,87,42,86,false,43497
60831,26.1752,86.3023,30,85,35,82,false,43497
58831,26.5345,82.9319,26,81,28,80,false,43497
62924,26.3784,85.1341,28,84,34,78,false,43497
62573,26.0861,87.5295,33,86,34,83,false,43497
62183,28.0320,86.6166,37,85,40,85,false,43497
60857,25.7067,87.3473,27,91,36,88,false,43497
64275,25.3844,85.7077,25,84,30,80,false,43497
62692,26.3203,86.8418,31,90,39,86,false,43497
64379,25.3864,86.5445,25,85,37,84,false,43497
63208,23.9620,82.9840,17,80,33,79,false,43497
61258,26.0911,84.4845,27,85,35,80,false,43497
59974,26.2072,85.1121,28,84,40,80,false,43497
63953,24.6246,86.3814,22,88,34,87,false,43497
58158,28.4334,86.2062,28,84,40,84,false,43497
63091,24.7958,84.0781,34,82,34,81,false,43497
61171,22.4144,83.8218,29,82,32,77,false,43497
64593,27.0010,88.2092,24,88,38,86,false,43497
59310,26.0400,87.9279,31,89,36,88,false,43497
63050,24.5305,84.9850,21,81,30,79,false,43497
59939,25.7948,85.8999,35,88,31,85,false,43497
60935,27.8318,86.0360,29,89,39,83,false,43497
64251,26.7918,86.9179,29,84,34,83,false,43497
59892,26.5866,86.9760,34,89,37,85,false,43497
66055,25.7818,87.4154,26,85,32,83,false,43497
64764,26.1081,86.6507,29,86,40,83,false,43497
64961,24.5175,86.3443,25,84,29,81,false,43497
60564,26.0791,85.7457,29,85,33,83,false,43497
58609,29.0671,86.2272,29,85,39,84,false,43497
63753,28.1021,87.4645,23,83,42,86,false,43497
60549,25.1191,84.3654,29,86,39,83,false,43497
60169,25.0581,83.4935,26,83,38,84,false,43497
58344,27.0310,84.6346,29,86,37,87,false,43497
61099,24.6697,85.6607,32,85,33,83,false,43497
63821,24.7578,84.7608,20,83,30,82,false,43497
63052,25.2072,83.8228,27,84,29,81,false,43497
62796,26.1772,86.3954,25,86,32,84,false,43497
60054,25.3283,84.4955,29,86,36,85,false,43497
57409,28.0160,86.9189,30,88,46,86,false,43497
65705,26.4234,87.9059,28,90,34,88,false,43497
59986,25.8769,86.6687,22,84,32,84,false,43497
65525,25.6446,85.1061,28,88,36,85,false,43497
59666,28.7878,87.6967,31,88,43,85,false,43497
58301,26.8589,87.3283,26,83,34,84,false,43497
63084,26.4905,86.5055,29,88,37,85,false,43497
61990,25.8739,87.4695,27,88,37,85,false,43497
58852,28.3453,86.3163,29,82,44,84,false,43497
63069,22.9560,83.5536,29,86,30,82,false,43497
64622,24.7047,84.9910,24,82,30,81,false,43497
62110,26.5676,85.8929,27,84,34,83,false,43497
61617,28.1882,88.1381,31,90,35,87,false,43497
61471,26.2833,86.3814,22,84,31,82,false,43497
58479,29.1071,86.1962,32,86,33,84,false,43497
59536,26.1602,84.9479,32,89,34,84,false,43497
54714,29.7317,87.0571,35,87,41,85,false,43497
61301,24.0090,86.2513,25,88,32,87,false,43497
62444,26.5676,87.0721,25,87,29,86,false,43497
63308,24.7578,85.8759,24,86,27,84,false,43497
58284,28.5445,85.3073,33,85,38,87,false,43497
59153,27.6426,87.7508,25,89,43,87,false,43497
62529,24.7407,86.8969,23,86,42,86,false,43497
57690,27.4334,87.0661,28,88,42,85,false,43497
58334,26.1622,86.3213,24,85,36,84,false,43497
67386,24.1862,84.1782,23,83,39,84,false,43497
64518,25.5826,87.0961,26,87,27,83,false,43497
61764,25.7067,84.5546,30,85,41,86,false,43497
56993,27.0901,86.6236,27,85,34,83,false,43497
61461,27.8899,88.2392,29,86,37,86,false,43497
60816,24.8529,85.5225,32,90,32,84,false,43497
58911,29.9700,88.1932,29,89,46,89,false,43497
56691,25.0220,82.9860,28,87,41,85,false,43497
59873,27.5886,86.5576,31,88,37,86,false,43497
63847,25.0841,87.2312,25,89,33,86,false,43497
62261,22.3834,85.4665,24,84,30,80,false,43497
56467,28.6927,86.2643,28,86,37,83,false,43497
63135,27.9690,86.6436,33,86,36,83,false,43497
61471,25.8338,86.7247,21,84,36,85,false,43497
63280,24.3443,85.1031,24,82,34,82,false,43497
65042,24.3764,86.1361,30,85,31,85,false,43497
56363,29.4965,87.7067,27,85,42,85,false,43497
58918,27.7087,85.5485,23,84,42,86,false,43497
63417,23.8549,85.2412,20,85,33,84,false,43497
62767,28.0901,87.5135,30,87,40,85,false,43497
62047,27.9429,86.9209,28,84,33,79,false,43497
59131,28.8008,87.6166,29,88,37,86,false,43497
65989,24.0811,85.4965,28,88,32,84,false,43497
61073,26.1331,85.7027,28,87,29,82,false,43497
66733,26.8569,88.3413,29,85,32,85,false,43497
61331,26.1952,85.8058,27,85,35,81,false,43497
63922,25.5465,86.3403,23,84,30,81,false,43497
65309,23.3614,85.0030,36,90,35,85,false,43497
62718,25.9950,85.4655,26,85,35,83,false,43497
58899,27.3483,86.8248,23,86,36,86,false,43497
61531,26.5315,85.6246,36,87,40,85,false,43497
58711,25.7267,84.9730,22,84,36,81,false,43497
60551,25.5666,87.0100,22,89,38,88,false,43497
55360,27.4795,85.3934,30,81,38,83,false,43497
63176,27.2192,87.0621,30,87,41,85,false,43497
58740,28.3684,86.3544,27,86,34,82,false,43497
60877,27.3353,85.5816,32,85,37,85,false,43497
62526,28.0450,88.4434,38,86,37,84,false,43497
58256,27.3614,85.5916,24,83,37,81,false,43497
66545,26.0701,87.6406,35,87,30,88,false,43497
64408,22.3023,85.0681,28,87,29,85,false,43497
59019,28.0881,88.3734,30,87,39,89,false,43497
61937,25.4204,87.2953,24,87,40,86,false,43497
63036,26.6997,85.8689,28,83,38,83,false,43497
63363,24.6116,84.4885,29,86,35,83,false,43497
64109,26.9810,87.4004,28,89,43,88,false,43497
58924,27.3003,86.5796,27,87,39,86,false,43497
59984,25.8679,86.8468,30,85,34,83,false,43497
60695,26.1401,84.1772,23,83,32,79,false,43497
59967,26.7888,85.1942,27,85,34,85,false,43497
60376,25.6036,83.8899,24,84,33,83,false,43497
62593,26.3654,87.2803,24,87,36,86,false,43497
66412,21.5495,83.8739,28,89,35,85,false,43497
60932,27.4344,85.2893,36,86,43,86,false,43497
61413,25.3113,86.1842,25,84,31,81,false,43497
61040,25.3604,85.6897,31,80,30,79,false,43497
63582,22.6246,87.1481,24,89,27,87,false,43497
62940,27.2763,87.2202,32,85,33,82,false,43497
64951,25.2122,86.7938,20,85,36,85,false,43497
62281,25.2873,85.6256,35,85,33,80,false,43497
58560,28.7397,86.8298,26,85,37,86,false,43497
60528,25.2723,88.0380,32,89,33,88,false,43497
64521,24.4745,85.9319,22,88,26,81,false,43497
61094,25.2472,85.2452,29,88,40,85,false,43497
64036,22.8428,84.9690,27,83,29,83,false,43497
59501,26.4314,85.2583,29,87,38,84,false,43497
57969,27.7798,86.0310,30,87,39,86,false,43497
66925,23.2482,85.6927,31,86,32,86,false,43497
58592,28.4094,88.2062,33,88,43,87,false,43497
66820,22.1191,84.4234,18,80,28,78,false,43497
60943,24.7708,86.0971,28,86,32,84,false,43497
56926,29.8058,86.2252,30,83,35,83,false,43497
62668,26.6036,85.5005,25,82,41,83,false,43497
59347,28.5345,86.8809,34,90,38,86,false,43497
58139,27.8839,86.2012,30,88,45,87,false,43497
58136,27.2392,85.3994,34,87,37,84,false,43497
58900,27.1381,87.2412,29,86,38,84,false,43497
60296,23.4254,85.9049,18,81,32,83,false,43497
64255,26.2813,85.1491,28,82,41,81,false,43497
61314,26.6957,87.1421,30,88,35,87,false,43497
61614,27.8428,88.1391,30,88,42,87,false,43497
58771,28.9890,86.8539,28,89,40,87,false,43497
60225,26.2963,85.7578,28,84,33,86,false,43497
63378,25.1111,85.7077,32,84,35,83,false,43497
59774,27.9189,88.4154,28,87,36,87,false,43497
59309,25.3243,86.1241,24,83,34,84,false,43497
58850,27.7147,86.9359,30,87,37,83,false,43497
61670,26.9720,86.0230,32,87,36,86,false,43497
59100,24.7798,84.5886,23,85,38,88,false,43497
57744,28.8248,87.2753,28,86,35,84,false,43497
59494,25.6557,85.6667,31,85,32,82,false,43497
57865,26.4394,84.7908,26,83,38,86,false,43497
55801,27.3664,85.8839,33,88,40,87,false,43497
62188,23.6657,86.1381,24,81,31,83,false,43497
61365,26.5636,86.5275,26,85,31,81,false,43497
58827,25.6577,85.0531,17,81,33,80,false,43497
65331,26.8228,86.0470,26,84,42,82,false,43497
57853,28.6126,85.0861,31,84,34,80,false,43497
61211,27.8589,85.5936,25,86,44,85,false,43497
63842,26.0400,84.6426,30,84,36,82,false,43497
65696,25.8719,85.2913,27,84,35,86,false,43497
63537,25.1882,87.0030,28,85,35,84,false,43497
61813,26.1862,85.3023,27,86,35,87,false,43497
62066,22.8488,85.0260,23,86,34,84,false,43497
58853,29.7878,87.0641,32,85,43,85,false,43497
60539,26.9620,87.3754,24,84,38,85,false,43497
58361,28.7628,85.7878,34,89,44,88,false,43497
58352,27.1782,85.8509,29,86,41,85,false,43497
63687,25.3253,84.4735,25,82,39,83,false,43497
60141,27.6386,85.1652,32,87,42,85,false,43497
62872,23.5816,87.7097,29,88,31,87,false,43497
55234,29.8869,87.5936,29,88,42,88,false,43497
60717,24.7578,85.0751,29,85,31,83,false,43497
63471,23.7658,85.3794,23,83,29,80,false,43497
66606,23.7097,87.7928,25,85,28,86,false,43497
60728,26.2122,86.0991,30,86,32,84,false,43497
61677,23.2973,85.2633,26,87,30,84,false,43497
60450,25.5185,86.9319,31,83,29,83,false,43497
59389,23.4174,82.4615,27,87,40,89,false,43497
60158,23.8068,86.9760,21,81,37,86,false,43497
64155,26.4184,86.7377,24,84,34,83,false,43497
60340,26.1401,86.1181,25,86,31,83,false,43497
59379,25.5696,86.8488,29,87,41,87,false,43497
60776,25.5646,86.1161,18,81,38,82,false,43497
67293,24.3283,85.8639,36,92,36,87,false,43497
59812,28.6276,88.3063,28,85,37,84,false,43497
60506,26.6887,88.2663,25,85,41,87,false,43497
60654,26.8859,86.6216,26,87,40,86,false,43497
61376,24.7568,85.8959,26,87,34,86,false,43497
63250,23.4214,86.2533,18,84,24,82,false,43497
61349,25.8338,85.4575,24,85,32,82,false,43497
57119,27.5145,84.6106,27,83,38,80,false,43497
60394,25.8218,84.3784,30,81,34,80,false,43497
63740,26.4915,87.7528,26,86,38,86,false,43497
64606,22.9780,82.3333,28,87,36,85,false,43497
60945,29.0340,86.8589,26,82,37,82,false,43497
63694,25.1942,86.9379,32,86,42,89,false,43497
60478,26.8719,86.5355,30,87,30,82,false,43497
60764,25.3764,86.3834,27,84,35,84,false,43497
57605,26.2613,86.9149,21,85,37,86,false,43497
61609,25.9269,86.7808,29,84,32,84,false,43497
63740,25.1271,86.6977,20,86,35,84,false,43497
63954,25.9399,87.7277,26,87,35,87,false,43497
59704,26.3994,86.8619,28,84,44,86,false,43497
65936,23.0811,83.0000,22,85,33,84,false,43497
61117,26.4164,82.1151,27,80,38,83,false,43497
64418,23.0611,85.1451,35,91,35,88,false,43497
59856,25.7738,87.3403,29,89,37,85,false,43497
62036,27.2082,85.3213,25,85,37,86,false,43497
63609,23.1872,85.3163,27,87,31,84,false,43497
61843,25.7117,87.2733,29,91,32,87,false,43497
65758,26.5596,86.9930,29,89,37,86,false,43497
56475,27.8028,86.2292,22,87,40,87,false,43497
55547,27.7297,85.9840,28,86,36,83,false,43497
61270,26.1982,86.6637,23,86,37,88,false,43497
61926,27.9950,86.2182,29,87,42,86,false,43497
60948,24.8529,87.4184,23,87,32,86,false,43497
61324,27.2462,85.2352,27,82,34,80,false,43497
62830,23.6787,86.2272,23,82,26,80,false,43497
62416,24.4895,85.8989,21,82,37,80,false,43497
62198,26.6797,87.2232,34,88,34,83,false,43497
59274,26.9900,86.8428,30,85,34,80,false,43497
56051,29.2382,85.5385,33,85,42,85,false,43497
61443,25.8769,87.6236,33,88,36,85,false,43497
62015,25.9510,85.9349,22,83,33,80,false,43497
57914,29.4304,87.8949,34,90,40,87,false,43497
63475,23.3373,87.5365,18,88,32,85,false,43497
58632,26.8458,87.2212,24,83,34,83,false,43497
57750,27.4635,87.2112,33,88,41,85,false,43497
63222,23.7087,84.0881,24,81,25,79,false,43497
65365,25.9620,88.0170,27,87,37,86,false,43497
62684,23.6847,86.7407,21,85,30,84,false,43497
