Objective,SimAvgEdges,SimAvgNodes,SimBest1000Edges,SimBest1000Nodes,SimBestKnownEdges,SimBestKnownNodes,IsBestOf1000,BestKnownObjective
85606,26.9900,89.9810,31,90,35,87,false,69107
86395,30.0490,90.3974,34,92,40,91,false,69107
82063,31.2573,90.4815,40,90,37,92,false,69107
93444,25.6917,91.1712,32,94,39,91,false,69107
85759,26.7337,90.5936,29,91,40,91,false,69107
86555,28.7748,90.7758,37,92,40,90,false,69107
87184,26.2122,90.9199,37,94,32,90,false,69107
87290,29.8869,90.3834,34,91,34,89,false,69107
87124,27.4555,90.4084,31,92,35,91,false,69107
86778,28.4474,90.5115,33,91,39,89,false,69107
91032,23.9870,88.1672,28,90,29,86,false,69107
84087,29.6116,90.9249,34,93,34,89,false,69107
84032,26.2192,90.4535,35,92,40,89,false,69107
83381,27.2623,90.2152,34,92,32,88,false,69107
87653,30.1532,90.7087,33,93,42,93,false,69107
84216,27.9019,90.8769,32,91,36,89,false,69107
91110,27.6577,90.7678,35,91,36,87,false,69107
90489,26.7377,88.3203,32,88,32,87,false,69107
89202,26.5576,90.8839,32,92,30,90,false,69107
92858,27.7427,91.2152,29,92,38,90,false,69107
86736,28.4054,91.0110,34,91,33,86,false,69107
88460,28.5275,91.5886,32,91,33,89,false,69107
83385,30.8308,90.5145,37,94,40,90,false,69107
91548,25.6737,90.4785,34,93,33,89,false,69107
89112,29.8749,90.0681,35,92,41,89,false,69107
83616,31.3724,90.7237,36,92,45,93,false,69107
90926,25.8258,91.3283,27,92,33,91,false,69107
82020,32.0230,91.8899,39,94,45,89,false,69107
86342,29.8929,90.1041,31,90,32,88,false,69107
85106,29.3333,91.6937,38,92,40,91,false,69107
82077,32.4184,90.0511,37,89,42,87,false,69107
87736,27.1502,90.3684,33,91,31,89,false,69107
86241,29.0951,89.6927,34,90,36,88,false,69107
86228,26.1191,90.7758,32,93,37,89,false,69107
86891,29.3984,90.1922,37,91,40,87,false,69107
88234,27.2002,91.3564,30,92,34,91,false,69107
87779,26.9690,91.0030,35,93,37,92,false,69107
88800,30.3574,90.7167,35,92,37,87,false,69107
95036,23.4595,87.9209,29,88,29,84,false,69107
87768,29.4024,90.5195,31,91,35,88,false,69107
85485,27.3263,89.9920,26,90,36,91,false,69107
87476,30.4344,92.0120,40,96,43,93,false,69107
83792,29.6006,90.4735,36,91,43,88,false,69107
83552,30.1081,91.2503,44,95,47,94,false,69107
89389,26.6567,90.8609,30,90,31,87,false,69107
86058,27.9900,89.1051,35,89,39,90,false,69107
86312,29.9980,91.1972,34,93,44,91,false,69107
91856,25.2713,91.8388,30,94,37,93,false,69107
84389,30.9239,90.9880,38,93,41,88,false,69107
84127,27.6076,91.4505,29,92,44,91,false,69107
86938,30.4004,90.9429,33,92,37,89,false,69107
88548,26.5676,89.3153,36,91,34,87,false,69107
87215,25.7327,89.2743,30,90,34,88,false,69107
87198,27.8719,91.1131,36,91,33,88,false,69107
88156,30.7427,92.0460,35,93,43,92,false,69107
82379,31.2893,91.7387,41,95,45,92,false,69107
91388,25.3443,89.0050,30,89,33,88,false,69107
85624,27.9079,90.0390,33,91,47,92,false,69107
90058,28.6366,92.1802,33,93,40,92,false,69107
83177,30.9550,87.9980,38,86,43,86,false,69107
84916,27.6406,91.0470,31,92,32,88,false,69107
91470,28.1562,91.8308,35,92,39,90,false,69107
84698,32.9780,91.6186,36,92,45,89,false,69107
83140,31.0090,90.4755,40,91,45,89,false,69107
88829,27.3594,90.4865,35,91,33,90,false,69107
90790,26.9860,90.4394,33,91,38,90,false,69107
83306,31.5976,90.1592,38,91,43,91,false,69107
87745,27.9970,90.4925,37,92,40,89,false,69107
86938,29.5215,90.9009,37,91,40,89,false,69107
88157,28.8659,91.3534,38,93,36,90,false,69107
86645,28.1892,91.7988,34,93,36,91,false,69107
84238,29.8038,90.3834,35,90,42,89,false,69107
88839,28.4484,92.1632,34,93,32,89,false,69107
84851,29.3323,89.8919,32,92,35,87,false,69107
87368,28.9980,90.2553,30,90,39,87,false,69107
85800,28.7087,91.3303,33,93,33,89,false,69107
82028,29.2122,89.5806,37,94,40,89,false,69107
86815,27.3854,89.2693,34,90,42,90,false,69107
84667,29.5736,88.1021,37,88,39,86,false,69107
87734,28.1231,89.1361,30,88,38,92,false,69107
90174,25.5856,91.6517,31,91,29,89,false,69107
82872,32.0000,89.9610,38,90,50,91,false,69107
84568,28.3784,90.6056,32,93,44,95,false,69107
81489,30.1742,91.4995,35,92,37,91,false,69107
86924,27.0741,90.8759,23,91,32,89,false,69107
92434,26.2272,91.2993,24,90,32,90,false,69107
86319,29.1321,88.7317,34,90,38,91,false,69107
89074,26.5606,89.4645,33,91,36,87,false,69107
92012,26.0701,89.9760,32,93,32,90,false,69107
85797,30.4865,90.7998,36,89,36,91,false,69107
83889,29.1211,90.4124,29,92,39,93,false,69107
83500,28.3433,88.8689,32,89,36,88,false,69107
88964,27.8338,89.1902,26,89,37,86,false,69107
84633,28.7568,89.7207,34,90,39,86,false,69107
90885,23.1141,87.2913,28,86,35,83,false,69107
83368,30.6817,88.9760,39,91,45,90,false,69107
90372,24.0841,90.0160,26,89,36,89,false,69107
85235,27.2282,90.9399,28,93,35,92,false,69107
83501,29.2943,89.1772,31,92,34,89,false,69107
85264,29.6196,90.1532,35,92,40,92,false,69107
84850,32.2733,90.4765,44,91,49,93,false,69107
87949,26.7337,90.4855,34,90,38,91,false,69107
82399,29.0050,89.3834,34,91,35,87,false,69107
85687,30.1922,90.5425,29,92,44,89,false,69107
85114,31.3954,91.0521,36,91,47,90,false,69107
85061,29.4484,90.2753,40,93,44,91,false,69107
89445,28.4625,91.4945,29,93,32,90,false,69107
85097,31.8328,90.4635,34,90,39,87,false,69107
87622,30.5976,91.0701,36,92,43,91,false,69107
83621,28.2412,89.5976,32,90,43,89,false,69107
91791,27.1802,90.3003,35,90,35,88,false,69107
87450,28.5125,91.7828,37,94,40,92,false,69107
83186,29.9359,89.7327,33,89,35,88,false,69107
85497,28.1111,88.6046,30,87,34,87,false,69107
81830,29.8448,91.4094,39,93,40,90,false,69107
87214,28.8729,87.9379,38,89,37,91,false,69107
80491,33.5586,91.5455,42,94,47,93,false,69107
87048,28.5876,88.6927,35,90,36,88,false,69107
82734,29.4414,90.5445,32,93,38,91,false,69107
89308,25.0030,91.1481,28,93,35,88,false,69107
89436,28.1311,90.0701,33,91,43,90,false,69107
83894,31.2623,90.4424,39,93,44,93,false,69107
86542,31.6346,91.2492,38,93,46,91,false,69107
84192,28.1722,89.9820,38,91,37,90,false,69107
86155,27.2112,90.8669,31,91,34,91,false,69107
86905,30.4464,89.5145,37,90,41,88,false,69107
89223,29.2993,90.1191,30,92,36,90,false,69107
85452,29.6176,90.8659,31,93,39,91,false,69107
86624,26.0961,90.6166,32,91,38,89,false,69107
83924,29.2763,90.1151,35,92,41,90,false,69107
91387,26.1401,89.5646,31,90,37,87,false,69107
89297,28.5135,89.2312,37,90,34,87,false,69107
86803,28.3483,91.2633,39,93,36,92,false,69107
82567,29.9630,88.8919,34,90,40,90,false,69107
88707,26.1612,88.4565,32,89,39,85,false,69107
85677,27.1732,91.2102,37,91,34,88,false,69107
84004,31.5095,90.7007,37,92,38,87,false,69107
82904,29.7938,90.6607,36,94,45,94,false,69107
90545,27.9099,90.4484,36,91,37,89,false,69107
90651,26.0861,87.8308,30,86,31,82,false,69107
89225,26.1471,89.4444,30,90,32,89,false,69107
89381,25.4905,89.8889,26,90,29,88,false,69107
87347,25.3674,90.6396,29,92,36,92,false,69107
84852,30.2122,91.3283,38,93,35,92,false,69107
86184,26.8899,91.4074,34,93,42,92,false,69107
88151,28.2172,91.0470,34,92,38,90,false,69107
87096,25.2663,90.7007,30,93,37,92,false,69107
86424,28.3023,91.2583,34,92,33,89,false,69107
82631,29.0240,89.8929,36,90,36,88,false,69107
92622,27.2693,90.8218,33,91,34,88,false,69107
83229,29.7287,89.1842,37,91,45,89,false,69107
82166,30.9530,91.1822,39,92,47,88,false,69107
84161,27.5425,88.7938,35,91,39,89,false,69107
89284,28.7728,89.5576,39,90,37,87,false,69107
88264,28.6537,91.1411,29,91,33,87,false,69107
84206,27.9720,90.2543,40,93,38,92,false,69107
87499,26.8098,90.1301,30,90,35,91,false,69107
86029,28.3634,89.4935,38,91,43,92,false,69107
83818,30.8859,91.5976,40,94,44,92,false,69107
84998,33.0170,91.1131,42,92,52,92,false,69107
87220,28.0170,90.5115,34,90,35,88,false,69107
82513,28.6046,90.1081,33,90,40,91,false,69107
89081,29.1792,89.6717,32,91,41,90,false,69107
87004,28.1712,89.6927,37,90,38,90,false,69107
84080,29.7397,90.5265,35,90,42,88,false,69107
85070,29.7868,90.5295,30,89,35,87,false,69107
89290,27.8488,89.5556,32,91,40,88,false,69107
91112,28.7307,90.0370,35,90,39,90,false,69107
84262,29.4705,90.2232,36,91,41,92,false,69107
87557,26.5395,89.4505,32,90,32,86,false,69107
85206,30.1852,90.4084,30,92,42,92,false,69107
86611,27.1321,89.4214,31,89,34,90,false,69107
93863,28.8739,91.3904,33,94,37,91,false,69107
83639,30.1231,90.3664,36,92,40,92,false,69107
83006,27.5766,88.6637,34,91,44,91,false,69107
83097,26.8328,89.6196,28,89,34,91,false,69107
86532,28.3043,90.5475,37,92,37,89,false,69107
89753,25.5045,89.7267,32,90,33,89,false,69107
87654,27.0210,89.5656,26,90,38,86,false,69107
82555,29.9099,90.8729,32,91,41,88,false,69107
86836,28.6817,89.2002,35,89,37,90,false,69107
89469,26.0270,91.6737,28,92,31,89,false,69107
90500,25.2803,86.5646,33,86,27,83,false,69107
88701,27.3433,89.0891,36,90,34,86,false,69107
86873,26.2422,90.1862,32,92,38,91,false,69107
85305,30.0931,91.1191,36,94,44,93,false,69107
97118,27.7147,90.9810,32,91,35,89,false,69107
83129,30.2833,90.3544,34,92,43,92,false,69107
85862,30.0210,90.8619,33,91,44,90,false,69107
83656,30.9870,90.6176,33,91,45,88,false,69107
91412,28.5756,90.5405,34,93,40,90,false,69107
83941,30.3453,90.0981,40,90,36,89,false,69107
83728,28.8859,90.4725,32,92,45,89,false,69107
89292,27.9690,90.0811,34,91,39,88,false,69107
78500,32.0761,90.9079,40,92,45,91,false,69107
86209,30.2883,90.2933,36,90,38,88,false,69107
81493,29.5405,90.6677,32,91,36,92,false,69107
83590,29.8438,90.3584,42,91,44,91,false,69107
85919,28.7868,89.6797,34,91,40,91,false,69107
87181,27.7267,90.9960,30,91,35,92,false,69107
87083,27.6366,89.4815,27,91,39,89,false,69107
86172,30.2052,90.1481,36,90,41,88,false,69107
86689,28.3013,89.8939,33,91,39,87,false,69107
83660,26.8929,88.9890,36,88,38,90,false,69107
87901,31.0521,90.2162,38,91,45,91,false,69107
83809,28.1241,92.4935,25,93,34,90,false,69107
85007,30.8519,91.8368,34,93,41,91,false,69107
87901,28.7998,89.3223,35,90,48,90,false,69107
81591,30.3413,90.0501,32,91,38,92,false,69107
86189,29.1792,91.2833,33,93,46,91,false,69107
87717,26.8809,90.4474,29,90,36,91,false,69107
87180,27.6446,91.3363,35,92,39,91,false,69107
87146,27.2252,91.1542,24,92,36,90,false,69107
88510,28.5145,91.2362,31,92,35,88,false,69107
83186,29.6146,91.9229,39,93,44,91,false,69107
85494,28.3964,90.1151,34,91,40,89,false,69107
86077,28.9860,89.9459,31,91,40,89,false,69107
88711,28.0210,89.9770,33,90,36,87,false,69107
80872,33.3844,90.5856,44,91,53,93,false,69107
88359,27.4034,89.6947,32,92,36,92,false,69107
87482,26.5225,89.7287,35,91,37,87,false,69107
86721,27.9800,90.1251,28,93,34,89,false,69107
89056,29.2803,92.1662,40,94,43,94,false,69107
85313,29.4835,91.1622,42,92,40,88,false,69107
88110,29.4545,91.8128,33,94,39,90,false,69107
85973,29.3173,90.0751,35,92,38,90,false,69107
88104,29.9620,89.9379,32,89,36,92,false,69107
85533,26.0480,91.0370,28,92,38,90,false,69107
86405,27.5566,91.7197,32,94,31,92,false,69107
91497,26.5816,90.2853,35,90,37,89,false,69107
84784,28.4785,90.9560,30,93,40,92,false,69107
90890,27.8919,91.8298,31,93,36,88,false,69107
91232,26.5856,90.2182,29,90,32,88,false,69107
86566,29.5385,91.7147,37,95,35,92,false,69107
87652,29.4034,92.0030,35,95,38,91,false,69107
86800,29.1481,91.4675,38,93,39,93,false,69107
80564,30.0751,90.3303,31,92,41,89,false,69107
83030,30.4675,91.0971,38,91,41,93,false,69107
85307,29.6416,88.9479,35,90,46,92,false,69107
91270,27.8218,90.2803,38,92,35,87,false,69107
81575,33.2122,90.5816,46,93,43,89,false,69107
84227,30.6146,90.6877,35,94,43,89,false,69107
84985,28.2533,90.7377,34,93,40,93,false,69107
86519,29.0140,91.2492,32,93,38,91,false,69107
85442,28.7237,90.5125,30,90,38,87,false,69107
86404,28.6366,89.0170,35,90,37,92,false,69107
85667,29.4304,89.2953,30,90,42,90,false,69107
86941,27.9059,90.4665,34,92,36,90,false,69107
90138,29.5095,90.0721,37,90,38,88,false,69107
87367,28.7027,90.0140,35,91,39,87,false,69107
85848,27.6697,90.6877,30,91,36,90,false,69107
88724,27.4975,88.4044,37,89,33,84,false,69107
84568,29.6737,91.4645,33,93,41,91,false,69107
82645,32.8078,90.9840,39,91,43,90,false,69107
83667,28.1071,91.2292,37,94,44,92,false,69107
86084,27.8869,91.4805,31,93,34,88,false,69107
88317,26.5606,90.9770,28,92,32,91,false,69107
88214,29.8599,88.6587,31,87,39,83,false,69107
87384,30.0190,91.4434,32,93,41,92,false,69107
91527,27.5255,90.7658,30,92,34,91,false,69107
90125,26.8989,91.3834,25,92,35,91,false,69107
84108,29.5325,90.3964,34,90,36,89,false,69107
86039,29.7958,91.3684,33,92,43,94,false,69107
81104,31.5425,89.9700,39,91,44,91,false,69107
84899,27.5686,90.1772,35,91,38,89,false,69107
86819,28.8058,89.0260,30,90,35,89,false,69107
91073,27.4925,91.3894,33,91,35,88,false,69107
87325,28.7157,91.0591,35,92,37,89,false,69107
87175,29.1552,90.9590,33,91,37,89,false,69107
84523,31.2503,91.6717,40,90,43,90,false,69107
81422,30.2943,90.5195,37,93,40,89,false,69107
81953,29.7788,91.2533,33,93,42,92,false,69107
86857,26.1852,89.4745,29,91,30,87,false,69107
89400,30.0921,91.1942,38,94,38,90,false,69107
85125,27.4805,88.2653,39,88,42,88,false,69107
89521,26.9299,91.6226,31,94,37,93,false,69107
86029,29.7187,90.9249,35,91,35,89,false,69107
88310,27.6587,90.2783,28,90,34,87,false,69107
84875,31.9810,90.9660,38,93,40,89,false,69107
83721,32.4535,91.0310,42,93,46,91,false,69107
82892,28.4625,88.8869,37,94,43,89,false,69107
84063,31.5846,90.4865,39,94,51,95,false,69107
87817,27.7988,91.0360,32,93,38,91,false,69107
86805,26.8859,88.4454,34,87,34,88,false,69107
85434,31.3584,89.8118,32,91,39,90,false,69107
83407,28.7518,90.3814,31,92,40,88,false,69107
88093,29.7197,89.5766,37,90,41,86,false,69107
85984,29.9039,90.4585,40,92,45,89,false,69107
90570,26.1672,89.7868,31,90,32,87,false,69107
84361,27.6797,90.8899,33,91,38,89,false,69107
84085,29.4555,90.5966,36,93,40,89,false,69107
83297,30.0020,89.4875,32,89,36,88,false,69107
89730,26.1932,88.5425,28,88,36,89,false,69107
84339,28.1111,90.8999,36,92,37,90,false,69107
86588,29.6426,90.8368,33,92,43,91,false,69107
87360,30.5465,91.2833,40,93,38,91,false,69107
83508,31.7628,92.2092,48,93,42,90,false,69107
83573,30.0571,90.3213,34,91,44,88,false,69107
85492,28.2583,91.6006,37,93,36,89,false,69107
86227,25.7568,89.1261,27,90,36,89,false,69107
82551,30.6216,90.9920,36,90,37,87,false,69107
87463,29.2332,91.4505,36,95,40,92,false,69107
85855,26.3023,90.4835,26,92,36,91,false,69107
87909,30.0400,90.9520,37,92,38,90,false,69107
83374,29.4605,88.7027,42,92,48,90,false,69107
91320,26.7277,90.5886,37,91,35,90,false,69107
84709,32.0671,91.3834,36,91,44,91,false,69107
86793,28.7688,92.4384,31,93,40,91,false,69107
89113,26.4995,91.4975,39,94,39,93,false,69107
82581,30.8088,91.4184,38,92,39,91,false,69107
92404,28.1301,91.2222,31,90,35,89,false,69107
86293,28.4905,90.2142,38,91,33,91,false,69107
90449,28.3944,88.4014,36,88,37,85,false,69107
91324,23.9449,90.5826,34,95,34,90,false,69107
84060,28.2202,91.0601,35,92,50,92,false,69107
84462,30.9169,90.7107,30,93,43,91,false,69107
82715,29.4154,90.3463,38,90,38,87,false,69107
84640,29.0951,89.9349,41,94,45,94,false,69107
87611,26.6687,89.2302,36,91,41,90,false,69107
90766,28.3754,90.3263,33,92,38,91,false,69107
80345,32.3303,88.7317,42,90,48,90,false,69107
88507,29.4665,90.5776,38,92,45,93,false,69107
86671,28.9640,91.0370,33,92,40,90,false,69107
91673,28.4074,90.8328,31,91,37,88,false,69107
90484,27.3163,91.4905,36,93,33,90,false,69107
83731,29.7107,90.6557,35,90,38,88,false,69107
86619,32.9169,92.0190,40,93,42,91,false,69107
86785,27.2332,87.7357,32,88,39,86,false,69107
87169,28.8178,92.6577,30,94,39,93,false,69107
86892,26.9960,90.9449,34,93,38,91,false,69107
90399,30.3043,91.3884,38,92,41,91,false,69107
86244,31.1802,91.4925,38,92,46,90,false,69107
85521,29.2733,89.4675,33,92,44,88,false,69107
87367,27.5986,90.6086,32,91,41,90,false,69107
88880,28.6787,90.1952,33,90,37,89,false,69107
90539,25.9670,90.5155,35,93,36,88,false,69107
84547,31.6887,89.9419,43,91,46,91,false,69107
83380,31.1031,91.8288,34,95,45,93,false,69107
84222,29.7417,91.3153,40,93,45,90,false,69107
89488,26.8278,90.4284,27,91,35,89,false,69107
86618,28.8138,91.0721,32,91,36,90,false,69107
80759,31.7878,91.3443,38,95,46,90,false,69107
87943,26.5506,89.6607,35,89,39,90,false,69107
85331,29.4815,90.4595,35,92,40,90,false,69107
91560,25.3433,89.6096,35,88,26,86,false,69107
84341,26.8318,89.6517,28,89,44,91,false,69107
83553,29.5415,89.8989,39,93,34,87,false,69107
86731,27.9810,90.0671,36,92,42,94,false,69107
88173,29.3634,90.7598,32,92,36,89,false,69107
87681,28.9019,90.0941,36,92,38,91,false,69107
88575,30.4985,91.9700,34,95,43,94,false,69107
84532,28.1221,89.0300,25,88,36,86,false,69107
90999,26.3864,90.0340,28,90,28,89,false,69107
81905,31.8759,90.8889,38,92,45,91,false,69107
88257,26.9449,91.6176,36,94,35,91,false,69107
84392,29.4074,91.2973,32,93,42,92,false,69107
87448,29.0260,92.4525,37,93,38,93,false,69107
86766,30.5475,90.1411,37,92,46,92,false,69107
85126,30.8258,89.9329,36,90,38,85,false,69107
84382,28.6887,90.6557,30,90,43,87,false,69107
88986,27.4665,90.4755,29,94,36,90,false,69107
81758,32.0701,91.7638,31,93,45,93,false,69107
84663,28.4044,89.1632,34,93,45,91,false,69107
91285,26.7397,89.5736,31,90,33,88,false,69107
89015,27.0951,91.0050,26,93,40,92,false,69107
86945,32.1081,91.6116,43,95,46,93,false,69107
83219,29.6256,89.8879,35,91,44,91,false,69107
89725,26.1582,91.0490,29,93,34,91,false,69107
85731,30.8739,91.1231,42,92,46,91,false,69107
81955,31.7317,90.9510,36,91,40,91,false,69107
91444,27.3784,90.0941,34,91,32,88,false,69107
88165,26.5415,90.6176,30,93,37,94,false,69107
87878,28.4264,90.0941,32,91,34,88,false,69107
89507,28.3514,91.1191,30,93,39,91,false,69107
87262,27.3624,90.6637,34,91,37,91,false,69107
84061,28.4715,89.9479,36,90,42,88,false,69107
87860,28.9960,90.2322,30,89,39,89,false,69107
87552,29.6817,92.2142,37,93,43,93,false,69107
86569,26.0511,90.9680,33,93,38,92,false,69107
86412,29.1912,92.6787,40,94,36,89,false,69107
84724,26.5676,89.7768,27,90,32,93,false,69107
87570,29.0841,90.1141,34,89,41,87,false,69107
82969,26.6356,89.4585,34,92,44,92,false,69107
85148,26.4525,90.5055,31,95,37,95,false,69107
87858,27.8769,91.0210,33,92,38,91,false,69107
84624,28.3614,89.8859,34,93,41,91,false,69107
85166,26.2352,89.4404,32,90,39,90,false,69107
88011,26.8328,89.4555,35,93,42,91,false,69107
85330,28.9329,89.4114,33,91,37,90,false,69107
88563,23.9149,88.5536,29,89,28,86,false,69107
90607,26.2583,90.3353,30,91,33,88,false,69107
86094,27.5215,87.7608,29,88,40,86,false,69107
84579,30.0100,90.4535,33,90,42,92,false,69107
81490,27.4254,89.5506,40,92,36,90,false,69107
87511,29.2573,88.9740,39,92,44,89,false,69107
87488,28.2683,91.0561,35,92,39,91,false,69107
90469,29.9900,90.6907,32,92,42,93,false,69107
84921,28.9059,90.9630,37,93,38,93,false,69107
87947,28.7908,91.4605,35,92,34,90,false,69107
81726,32.6056,91.0541,40,95,48,95,false,69107
83924,30.5225,90.5405,40,94,41,92,false,69107
86808,27.6446,91.7257,37,95,40,95,false,69107
87230,27.4314,91.5546,27,93,35,90,false,69107
85306,28.1632,91.6316,34,94,43,93,false,69107
83964,30.0350,91.2442,35,92,42,90,false,69107
90576,26.0561,89.7367,32,90,33,87,false,69107
82691,29.3463,90.8158,34,92,44,90,false,69107
85726,25.2553,87.3834,30,87,32,84,false,69107
84235,29.5776,90.3894,37,93,37,91,false,69107
83250,30.8719,89.5946,42,90,37,87,false,69107
82659,32.0651,90.9750,40,93,44,90,false,69107
86384,27.4865,89.5846,38,92,37,89,false,69107
83204,30.4625,91.1602,47,93,48,91,false,69107
81695,29.6987,89.8478,36,93,44,89,false,69107
88431,25.3654,89.4364,32,90,32,88,false,69107
81739,32.1632,90.1231,45,92,44,93,false,69107
82271,29.5886,89.9169,36,93,39,90,false,69107
86626,28.2873,91.4084,33,93,38,90,false,69107
86905,28.4004,92.0330,33,92,35,91,false,69107
83902,29.8629,91.2052,33,93,37,91,false,69107
86709,28.6046,90.4054,35,91,37,91,false,69107
85665,28.4354,90.1401,34,92,38,92,false,69107
84275,30.3814,90.3493,34,90,38,90,false,69107
86924,31.8158,91.4054,41,92,43,91,false,69107
85089,27.4264,90.8889,30,91,36,91,false,69107
84446,30.4575,90.0450,35,93,36,89,false,69107
89658,26.1391,90.1191,36,92,35,89,false,69107
83278,31.5385,90.5085,36,92,46,93,false,69107
89830,26.7808,90.1241,32,93,42,90,false,69107
84468,26.3874,90.4234,30,91,35,89,false,69107
88083,27.2072,91.1411,33,92,40,91,false,69107
86227,30.0220,92.5425,37,94,39,91,false,69107
87933,28.6166,90.7748,35,89,37,88,false,69107
90440,28.5996,90.8719,28,90,36,87,false,69107
89489,30.1782,91.8398,32,93,38,89,false,69107
91815,27.6196,89.4054,33,90,37,86,false,69107
90592,27.1091,89.5275,24,88,34,86,false,69107
88221,29.5586,91.7968,38,93,39,89,false,69107
92285,25.8859,90.6286,27,90,36,90,false,69107
89232,30.2643,91.3263,36,92,34,88,false,69107
88207,28.9830,91.3954,32,93,38,88,false,69107
86972,27.0340,89.2222,30,89,34,91,false,69107
84470,29.2523,91.3894,34,92,39,89,false,69107
84748,30.8879,92.3363,34,93,39,92,false,69107
85329,26.9119,89.7167,27,91,34,88,false,69107
87317,27.8759,90.8639,24,90,32,90,false,69107
87556,27.9449,91.3043,36,91,37,88,false,69107
83628,30.8498,89.5245,34,91,45,87,false,69107
87076,23.4795,88.3944,30,88,29,90,false,69107
87887,27.4144,89.8278,31,91,34,89,false,69107
83358,32.5946,91.8338,40,94,46,91,false,69107
81654,32.1161,90.0911,38,91,41,88,false,69107
90227,26.1872,90.8478,28,91,33,91,false,69107
87465,25.5606,90.3894,33,92,33,89,false,69107
86544,26.2012,86.5005,29,87,38,84,false,69107
83775,29.0811,92.1401,31,92,39,89,false,69107
85980,28.3644,89.5255,33,91,46,92,false,69107
87177,30.7778,91.5345,35,92,42,90,false,69107
88408,27.0440,90.8509,33,94,38,90,false,69107
88419,27.4404,90.1682,31,91,37,92,false,69107
83101,28.1802,90.2182,29,90,37,89,false,69107
89336,27.2422,89.1992,26,90,39,87,false,69107
86243,27.8178,90.8458,32,93,39,91,false,69107
86251,31.4565,92.1131,39,94,42,92,false,69107
86229,28.5025,90.5275,32,93,39,92,false,69107
81959,31.9029,91.0140,38,90,35,89,false,69107
85799,28.4825,89.2072,32,89,39,88,false,69107
86480,30.0380,90.7618,39,92,42,90,false,69107
88727,27.4805,90.2923,29,91,37,91,false,69107
87212,29.2112,90.6587,38,93,41,94,false,69107
88917,27.6466,89.0821,32,90,37,88,false,69107
81394,30.0340,89.6887,30,91,41,90,false,69107
85202,26.4294,90.2743,34,92,43,92,false,69107
86160,28.8589,90.1171,30,91,36,90,false,69107
86331,28.7808,91.0450,37,92,42,90,false,69107
